review_score,translated_message
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
3,"Although they issued NFe with incorrect data, they corrected and the product was delivered, but late. Even so I recommend !!!"
1,"I am waiting for the goods for days, I've been to the post office, and they didn't let it remove !!!"
5,Positive Review
1,Negative Review
5,I really liked! Delivered before the deadline.
2,"The product offered is not the same as the product delivered!
ELIANI"
5,Positive Review
1,"The complaint is that it took time to deliver the product, bought almost 2 months in advance, totaling 3 months to deliver it. Date does not match the true delivery. Unfortunate."
5,Positive Review
5,Positive Review
2,"The product is lower than the announced, low quality"
5,Positive Review
5,OK
5,Positive Review
4,Positive Review
5,Great product arrived before the deadline I recommend
5,Positive Review
5,"It's the second that I buy this month, we liked it a lot delivered before the deadline, it was good."
5,Positive Review
1,"I bought the Casio Rose Gold watch and what arrived is completely different from the image, after doing some internet searches I found out that it is a replica. I was very upset with the purchase."
3,Neutral Review
5,Positive Review
1,I received the damaged product (the glass glass all broken. I still await contact from the site to change my product
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
3,"it cost 
very good."
4,Product arrived before the deadline ...
2,"I received the wrong product in my home. I already contacted Baratheon to exchange the product, which said that at 48 hours the store would contact us and tomorrow wins at 48h"
5,Good miuto is store
5,Positive Review
5,Positive Review
5,Very good the site recommend and I am satisfied. MTO DELIVERY BEFORE PROMISED.
3,"I forwarded a request with 3 lamps and only arrived 2, I would like to know how to come to another !!! thanks"
5,Positive Review
4,I received the product as announced within the deadline.
2,Negative Review
3,Delivery was fast and well packed..then good
4,Positive Review
1,Negative Review
1,"I bought two pillow kits and only one pillow kit was delivered, the other kit is missing and niguem answered me so far if they will give me the other kit"
5,Quality in service.
5,Positive Review
5,I received the product in great condition.
2,Negative Review
1,"Because it is an order over the internet, we are already afraid that the product does not arrive. So far the product has not been delivered and the deadline was on 04/04."
5,Positive Review
5,excellent
2,Negative Review
5,Positive Review
1,Bad finish and wrong print.
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
2,I need to change because I ordered Benjamin and came Valentina
5,Positive Review
2,Negative Review
4,Positive Review
5,Positive Review
5,Positive Review
1,I believe the purchase has been canceled.
5,Positive Review
4,"Reliable store, delivery on time and affordable price and quality product"
4,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Product delivered before the deadline. Service and product 100% served. Congratulations!!!
2,The delivery time was on 03/27/2018 today 29/03/2018 and I have not received the product!
5,Positive Review
3,Neutral Review
5,Positive Review
5,Positive Review
1,"With no forecast of receipt, Lannister should not do any kind of business and cherish for Lannister customers who are faithful."
5,Positive Review
4,Positive Review
1,Negative Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Arrived on time.
5,Positive Review
3,Neutral Review
4,"Product as announced ... I think the delivery time could be shorter, but it was met."
5,This store is very efficient and recommended
4,Positive Review
4,As always the lannister complying with their delivery and product deadlines in the most perfect condition
2,"The mask came with a small defect in the print as if melted, I will not return because it is a gift
That the store check out the products next time before sending your client"
4,Positive Review
1,"Poor quality of the product, today (07/07/201/), I used for the first time and is already nonsense.
I want you to solve this problem."
5,Positive Review
5,Great quality
3,Neutral Review
4,Positive Review
4,Positive Review
4,Positive Review
3,Neutral Review
3,Neutral Review
1,When buying it is available. After completing the purchase and debit the card. It is unavailable. Several emails were sent without return. I don't trust the Americana anymore. With
4,"Just one observation, when delivering the product wait at least a little so that the customer will open the gate ... and not play campaign is to leave too fast. Because of that I had to look for us"
4,Positive Review
4,Positive Review
5,"Beautiful, light and warm,"
5,Positive Review
5,Positive Review
5,As for delivery it was super fast as always and referring to the product as today is the second day I use I do not know the results.
1,very bad camera
5,Positive Review
5,Positive Review
5,Positive Review
4,good product
4,I have nothing to complain about more my product came with one of the torn packaging. More attention next time
5,Positive Review
1,So far my product has not arrived. It is still in traffic. Unfortunately. I hope you arrive soon
2,Negative Review
1,Negative Review
4,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,"Fast delivery, and very good product"
5,Positive Review
5,Positive Review
4,Positive Review
5,Recommend
5,Positive Review
5,Delicate and Beautiful Material
5,Efficient delivery more care with the product packaging the box where the clock is scratched. It could come in a gift packaging only one tip.
5,Positive Review
4,Positive Review
5,Great product.
5,Positive Review
1,Negative Review
4,Positive Review
5,Positive Review
5,Positive Review
1,How will I evaluate the store if I didn't even receive the product? ???????????????????????????????????????????????????????????????????
5,Positive Review
5,Positive Review
5,NOTE 10
4,"Great product, however, I bought the 2.5 long curtain, but the one I received has 2.42. Other than that except product."
3,Quick shipping but the product that was in the description was not delivered. The new whey isolate definition was delivered.
1,"I sent a complaint to Americanonad either, they didn't return me. Instead of coming a chrome chair, it came based on plastic."
5,I bought several things at Lannister always came before the deadline ... Now test the medicine if it works really the expectation is high ...
3,I can say that this is the second time I buy for Stark first time delivered before the deadline and all right now bought two lamps delivered one.
